"Date","Time","Open","High","Low","Close","Vol","OI","Volume"
12/21/2015,15:00,201.41,201.88,200.09,201.67,99094290,0,99094290.00
12/22/2015,15:00,202.72,203.85,201.55,203.50,111026246,0,111026246.00
12/23/2015,15:00,204.69,206.07,204.58,206.02,110987228,0,110987228.00
12/24/2015,15:00,205.72,206.33,205.42,205.68,48542150,0,48542150.00
12/28/2015,15:00,204.86,205.26,203.94,205.21,65899939,0,65899939.00
12/29/2015,15:00,206.51,207.79,206.47,207.40,92640672,0,92640672.00
12/30/2015,15:00,207.11,207.21,205.76,205.93,63317679,0,63317679.00
12/31/2015,15:00,205.13,205.89,203.87,203.87,114877859,0,114877859.00
01/04/2016,15:00,200.49,201.03,198.59,201.02,222353534,0,222353534.00
01/05/2016,15:00,201.40,201.90,200.05,201.36,110845849,0,110845849.00
01/06/2016,15:00,198.34,200.06,197.60,198.82,152112604,0,152112604.00
01/07/2016,15:00,195.33,197.44,193.59,194.05,213436073,0,213436073.00
01/08/2016,15:00,195.19,195.85,191.58,191.92,209817228,0,209817228.00
01/11/2016,15:00,193.01,193.41,189.82,192.11,187941323,0,187941323.00
01/12/2016,15:00,193.82,194.55,191.14,193.66,172330490,0,172330490.00
01/13/2016,15:00,194.45,194.86,188.38,188.83,221168886,0,221168886.00
01/14/2016,15:00,189.55,193.26,187.66,191.93,240795609,0,240795609.00
01/15/2016,15:00,186.77,188.76,185.52,187.81,324846447,0,324846447.00
01/19/2016,15:00,189.96,190.11,186.20,188.06,195244373,0,195244373.00
01/20/2016,15:00,185.03,187.50,181.02,185.65,286547839,0,286547839.00
01/21/2016,15:00,186.21,188.87,184.64,186.69,195772941,0,195772941.00
01/22/2016,15:00,189.78,190.76,188.88,190.52,168319598,0,168319598.00
01/25/2016,15:00,189.92,190.15,187.41,187.64,130371686,0,130371686.00
01/26/2016,15:00,188.42,190.53,188.02,190.20,141036757,0,141036757.00
01/27/2016,15:00,189.58,191.56,187.06,188.13,185681707,0,185681707.00
01/28/2016,15:00,189.96,190.20,187.16,189.11,143798780,0,143798780.00
01/29/2016,15:00,190.02,193.88,189.88,193.72,210529336,0,210529336.00
02/01/2016,15:00,192.53,194.58,191.84,193.65,136061564,0,136061564.00
02/02/2016,15:00,191.96,191.97,189.54,190.16,182564890,0,182564890.00
02/03/2016,15:00,191.41,191.78,187.10,191.30,205054934,0,205054934.00
02/04/2016,15:00,190.71,192.75,189.96,191.60,139531794,0,139531794.00
02/05/2016,15:00,190.99,191.67,187.20,187.95,180788308,0,180788308.00
02/08/2016,15:00,185.77,186.12,182.80,185.42,191526694,0,191526694.00
02/09/2016,15:00,183.36,186.94,183.20,185.43,184513136,0,184513136.00
02/10/2016,15:00,186.41,188.34,185.12,185.27,148214057,0,148214057.00
02/11/2016,15:00,182.34,184.10,181.09,182.86,219058885,0,219058885.00
02/12/2016,15:00,184.96,186.65,183.96,186.63,127632393,0,127632393.00
02/16/2016,15:00,188.77,189.81,187.63,189.78,120250668,0,120250668.00
02/17/2016,15:00,191.16,193.32,191.01,192.88,136009496,0,136009496.00
02/18/2016,15:00,193.20,193.27,191.72,192.09,102342997,0,102342997.00
02/19/2016,15:00,191.17,192.18,190.45,192.00,114792988,0,114792988.00
02/22/2016,15:00,193.87,194.95,193.79,194.78,103640292,0,103640292.00
02/23/2016,15:00,194.00,194.32,192.18,192.32,111455289,0,111455289.00
02/24/2016,15:00,190.63,193.53,189.32,193.20,150812152,0,150812152.00
02/25/2016,15:00,193.73,195.55,192.83,195.54,110728317,0,110728317.00
02/26/2016,15:00,196.57,196.68,194.90,195.09,129833663,0,129833663.00
02/29/2016,15:00,195.11,196.23,193.33,193.56,125918102,0,125918102.00
03/01/2016,15:00,195.01,198.21,194.45,198.11,141799687,0,141799687.00
03/02/2016,15:00,197.74,199.06,197.25,199.00,102414960,0,102414960.00
03/03/2016,15:00,198.79,199.80,198.11,199.78,95172197,0,95172197.00
03/04/2016,15:00,200.01,201.35,199.03,200.43,129293601,0,129293601.00
03/07/2016,15:00,199.34,201.07,199.25,200.59,100218998,0,100218998.00
03/08/2016,15:00,199.32,199.92,198.21,198.40,123974866,0,123974866.00
03/09/2016,15:00,199.36,199.79,198.43,199.38,94801213,0,94801213.00
03/10/2016,15:00,199.96,201.07,197.38,199.54,156838697,0,156838697.00
03/11/2016,15:00,201.26,202.81,201.12,202.76,137964528,0,137964528.00
03/14/2016,15:00,202.16,203.04,201.77,202.50,73611974,0,73611974.00
03/15/2016,15:00,201.36,202.53,201.05,202.17,93169090,0,93169090.00
03/16/2016,15:00,201.60,203.82,201.55,203.34,129303179,0,129303179.00
03/17/2016,15:00,203.24,205.23,202.77,204.63,134278505,0,134278505.00
03/18/2016,15:00,204.17,204.78,203.80,204.38,138372404,0,138372404.00
03/21/2016,15:00,204.07,204.94,203.80,204.67,72926659,0,72926659.00
03/22/2016,15:00,203.76,205.23,203.57,204.56,97471939,0,97471939.00
03/23/2016,15:00,204.11,204.33,203.01,203.21,81052455,0,81052455.00
03/24/2016,15:00,202.00,203.16,201.74,203.12,84360853,0,84360853.00
03/28/2016,15:00,203.61,203.86,202.71,203.24,62408185,0,62408185.00
03/29/2016,15:00,202.76,205.25,202.40,205.12,92922863,0,92922863.00
03/30/2016,15:00,206.30,206.87,205.59,206.02,86365310,0,86365310.00
03/31/2016,15:00,205.91,206.41,205.33,205.52,94584110,0,94584110.00
04/01/2016,15:00,204.35,207.14,203.98,206.92,114423478,0,114423478.00
04/04/2016,15:00,206.83,207.07,205.89,206.25,63496969,0,63496969.00
04/05/2016,15:00,204.67,205.26,203.89,204.19,99662158,0,99662158.00
04/06/2016,15:00,204.29,206.49,203.98,206.42,91839761,0,91839761.00
04/07/2016,15:00,205.14,205.56,203.09,203.95,113859037,0,113859037.00
04/08/2016,15:00,205.34,205.85,203.87,204.50,95040598,0,95040598.00
04/11/2016,15:00,205.25,206.07,203.91,204.02,83757486,0,83757486.00
04/12/2016,15:00,204.22,206.25,203.70,205.92,115350567,0,115350567.00
04/13/2016,15:00,207.00,208.10,206.84,208.00,96336433,0,96336433.00
04/14/2016,15:00,208.07,208.60,207.60,208.01,65212883,0,65212883.00
04/15/2016,15:00,208.01,208.17,207.40,207.78,75761615,0,75761615.00
04/18/2016,15:00,207.14,209.28,207.00,209.24,82530960,0,82530960.00
04/19/2016,15:00,209.74,210.20,208.94,209.90,88316060,0,88316060.00
04/20/2016,15:00,209.95,210.92,209.39,210.10,81100314,0,81100314.00
04/21/2016,15:00,210.12,210.25,208.65,208.97,85695041,0,85695041.00
04/22/2016,15:00,208.55,209.29,207.91,208.97,99251724,0,99251724.00
04/25/2016,15:00,208.26,208.66,207.54,208.61,66166494,0,66166494.00
04/26/2016,15:00,209.04,209.52,208.36,208.92,75864174,0,75864174.00
04/27/2016,15:00,208.47,209.81,208.05,209.35,77329437,0,77329437.00
04/28/2016,15:00,208.46,209.76,206.96,207.45,97216169,0,97216169.00
04/29/2016,15:00,206.72,207.13,205.03,206.33,142424137,0,142424137.00
05/02/2016,15:00,206.92,208.18,206.41,207.97,62188015,0,62188015.00
05/03/2016,15:00,206.52,206.80,205.28,206.16,106422142,0,106422142.00
05/04/2016,15:00,204.99,205.85,204.42,205.01,92243810,0,92243810.00
05/05/2016,15:00,205.56,205.98,204.47,204.97,67619222,0,67619222.00
05/06/2016,15:00,204.06,205.77,203.88,205.72,89315004,0,89315004.00
05/09/2016,15:00,205.57,206.40,205.36,205.89,74374922,0,74374922.00
05/10/2016,15:00,206.72,208.50,206.64,208.45,77472207,0,77472207.00
05/11/2016,15:00,207.91,208.54,206.50,206.50,81726989,0,81726989.00
05/12/2016,15:00,207.29,207.49,205.37,206.56,89586308,0,89586308.00
05/13/2016,15:00,206.21,206.86,204.38,204.76,96474630,0,96474630.00
05/16/2016,15:00,204.96,207.34,204.89,206.78,77486827,0,77486827.00
05/17/2016,15:00,206.46,206.80,204.23,204.85,114924940,0,114924940.00
05/18/2016,15:00,204.44,206.30,203.63,204.91,123493379,0,123493379.00
05/19/2016,15:00,204.06,204.54,202.78,204.20,115430507,0,115430507.00
05/20/2016,15:00,204.92,206.10,204.86,205.49,104990408,0,104990408.00
05/23/2016,15:00,205.51,205.84,204.99,205.21,58682576,0,58682576.00
05/24/2016,15:00,206.17,208.24,206.14,207.87,93537808,0,93537808.00
05/25/2016,15:00,208.67,209.77,208.62,209.28,79221525,0,79221525.00
05/26/2016,15:00,209.44,209.71,208.97,209.34,55280699,0,55280699.00
05/27/2016,15:00,209.53,210.25,209.47,210.24,64211214,0,64211214.00
05/31/2016,15:00,210.56,210.69,209.18,209.84,109879380,0,109879380.00
06/01/2016,15:00,209.12,210.48,208.89,210.27,69936215,0,69936215.00
06/02/2016,15:00,209.80,210.93,209.24,210.91,63044749,0,63044749.00
06/03/2016,15:00,210.25,210.69,208.86,210.28,101757126,0,101757126.00
06/06/2016,15:00,210.70,211.77,210.51,211.35,64887045,0,64887045.00
06/07/2016,15:00,211.53,212.34,211.50,211.68,60974761,0,60974761.00
06/08/2016,15:00,211.84,212.52,211.69,212.37,66170920,0,66170920.00
06/09/2016,15:00,211.51,212.22,211.19,212.08,73786869,0,73786869.00
06/10/2016,15:00,210.46,210.86,209.43,210.07,113829158,0,113829158.00
06/13/2016,15:00,209.36,210.37,208.35,208.45,117751153,0,117751153.00
06/14/2016,15:00,208.00,208.74,206.92,208.04,125059286,0,125059286.00
06/15/2016,15:00,208.54,209.23,207.53,207.75,109124496,0,109124496.00
06/16/2016,15:00,206.73,208.57,205.59,208.37,149533065,0,149533065.00
06/17/2016,15:00,207.17,207.20,205.75,206.52,117055748,0,117055748.00
06/20/2016,15:00,208.82,209.61,207.75,207.85,82789603,0,82789603.00
06/21/2016,15:00,208.30,208.92,207.78,208.44,72461663,0,72461663.00
06/22/2016,15:00,208.65,209.50,207.93,208.10,95560471,0,95560471.00
06/23/2016,15:00,209.81,210.87,209.27,210.81,102731356,0,102731356.00
06/24/2016,15:00,203.63,206.91,202.72,203.13,333444397,0,333444397.00
06/27/2016,15:00,201.59,201.60,198.65,199.60,248988660,0,248988660.00
06/28/2016,15:00,201.48,203.23,201.12,203.20,159382399,0,159382399.00
06/29/2016,15:00,204.84,206.93,204.72,206.66,137328614,0,137328614.00
06/30/2016,15:00,207.21,209.54,206.56,209.48,165021948,0,165021948.00
07/01/2016,15:00,209.36,210.49,209.29,209.92,106055333,0,106055333.00
07/05/2016,15:00,208.95,209.08,207.71,208.41,109803713,0,109803713.00
07/06/2016,15:00,207.83,209.80,207.06,209.66,96021491,0,96021491.00
07/07/2016,15:00,209.87,210.65,208.63,209.53,85593827,0,85593827.00
07/08/2016,15:00,211.05,212.94,210.78,212.65,133970972,0,133970972.00
07/11/2016,15:00,213.19,214.07,212.95,213.40,73633937,0,73633937.00
07/12/2016,15:00,214.53,215.30,214.25,214.95,101275629,0,101275629.00
07/13/2016,15:00,215.44,215.45,214.35,214.92,87324129,0,87324129.00
07/14/2016,15:00,216.40,216.67,215.66,216.12,91230870,0,91230870.00
07/15/2016,15:00,216.78,216.82,215.31,215.83,107155401,0,107155401.00
07/18/2016,15:00,215.97,216.60,215.67,216.41,58725918,0,58725918.00
07/19/2016,15:00,215.92,216.23,215.63,216.19,54345728,0,54345728.00
07/20/2016,15:00,216.75,217.37,216.24,217.09,58159457,0,58159457.00
07/21/2016,15:00,216.96,217.22,215.75,216.27,67777310,0,67777310.00
07/22/2016,15:00,216.41,217.30,216.10,217.24,62787477,0,62787477.00
07/25/2016,15:00,217.00,217.06,215.97,216.65,55873147,0,55873147.00
07/26/2016,15:00,216.53,217.17,215.76,216.75,70080493,0,70080493.00
07/27/2016,15:00,217.19,217.27,215.62,216.52,84083893,0,84083893.00
07/28/2016,15:00,216.29,217.11,215.75,216.77,65035718,0,65035718.00
07/29/2016,15:00,216.46,217.54,216.13,217.12,79519436,0,79519436.00
08/01/2016,15:00,217.19,217.65,216.41,216.94,73311422,0,73311422.00
08/02/2016,15:00,216.65,216.83,214.57,215.55,92295506,0,92295506.00
08/03/2016,15:00,215.48,216.25,215.13,216.18,53993626,0,53993626.00
08/04/2016,15:00,216.31,216.78,215.83,216.41,46585528,0,46585528.00
08/05/2016,15:00,217.21,218.23,217.07,218.18,71892161,0,71892161.00
08/08/2016,15:00,218.40,218.52,217.74,218.05,39906479,0,39906479.00
08/09/2016,15:00,218.13,218.76,217.80,218.18,51251728,0,51251728.00
08/10/2016,15:00,218.31,218.40,217.23,217.64,57941092,0,57941092.00
08/11/2016,15:00,218.26,218.94,217.95,218.65,72504270,0,72504270.00
08/12/2016,15:00,218.29,218.71,217.99,218.46,61313544,0,61313544.00
08/15/2016,15:00,218.89,219.50,218.88,219.09,49813482,0,49813482.00
08/16/2016,15:00,218.60,218.68,217.96,217.96,53213621,0,53213621.00
08/17/2016,15:00,218.00,218.53,217.02,218.37,75134339,0,75134339.00
08/18/2016,15:00,218.34,218.90,218.21,218.86,52989266,0,52989266.00
08/19/2016,15:00,218.31,218.75,217.74,218.54,75443004,0,75443004.00
08/22/2016,15:00,218.26,218.80,217.83,218.53,61368766,0,61368766.00
08/23/2016,15:00,219.25,219.60,218.90,218.97,53399159,0,53399159.00
08/24/2016,15:00,218.80,218.91,217.36,217.85,71728949,0,71728949.00
08/25/2016,15:00,217.40,218.19,217.22,217.70,69224776,0,69224776.00
08/26/2016,15:00,217.92,219.12,216.25,217.29,122506348,0,122506348.00
08/29/2016,15:00,217.44,218.67,217.40,218.36,70502167,0,70502167.00
08/30/2016,15:00,218.26,218.59,217.35,218.00,58114543,0,58114543.00
08/31/2016,15:00,217.61,217.75,216.47,217.38,85269453,0,85269453.00
09/01/2016,15:00,217.37,217.73,216.03,217.39,97844207,0,97844207.00
09/02/2016,15:00,218.39,218.87,217.70,218.37,79293856,0,79293856.00
09/06/2016,15:00,218.70,219.12,217.86,219.03,56702089,0,56702089.00
09/07/2016,15:00,218.84,219.22,218.30,219.01,76554855,0,76554855.00
09/08/2016,15:00,218.62,218.94,218.15,218.51,74102880,0,74102880.00
09/09/2016,15:00,216.97,217.03,213.25,213.28,221589073,0,221589073.00
09/12/2016,15:00,212.39,216.81,212.31,216.34,168110913,0,168110913.00
09/13/2016,15:00,214.84,215.15,212.50,213.23,182828839,0,182828839.00
09/14/2016,15:00,213.29,214.70,212.50,213.15,134185491,0,134185491.00
09/15/2016,15:00,212.96,215.73,212.75,215.28,145736123,0,145736123.00
09/16/2016,15:00,213.48,213.69,212.57,213.37,155236354,0,155236354.00
09/19/2016,15:00,214.13,214.88,213.03,213.41,80250490,0,80250490.00
09/20/2016,15:00,214.41,214.59,213.38,213.42,69665279,0,69665279.00
09/21/2016,15:00,214.24,216.03,213.44,215.82,110284425,0,110284425.00
09/22/2016,15:00,217.00,217.53,216.71,217.18,76678713,0,76678713.00
09/23/2016,15:00,216.72,216.88,215.88,215.99,73630921,0,73630921.00
09/26/2016,15:00,215.02,215.23,214.01,214.24,89827305,0,89827305.00
09/27/2016,15:00,214.05,215.68,213.62,215.57,78494829,0,78494829.00
09/28/2016,15:00,215.83,216.82,214.71,216.64,87411015,0,87411015.00
09/29/2016,15:00,216.40,216.87,214.04,214.68,128070615,0,128070615.00
09/30/2016,15:00,215.65,217.12,215.36,216.30,117202914,0,117202914.00
10/03/2016,15:00,215.82,216.04,215.04,215.78,83512057,0,83512057.00
10/04/2016,15:00,215.91,216.17,213.99,214.68,119948052,0,119948052.00
10/05/2016,15:00,215.41,216.13,215.33,215.63,72815963,0,72815963.00
10/06/2016,15:00,215.37,216.04,214.74,215.78,62927376,0,62927376.00
10/07/2016,15:00,216.10,216.30,214.19,215.04,89788255,0,89788255.00
10/10/2016,15:00,216.16,216.70,215.99,216.16,51855023,0,51855023.00
10/11/2016,15:00,215.66,215.74,212.58,213.43,130367373,0,130367373.00
10/12/2016,15:00,213.59,214.32,213.01,213.71,73866117,0,73866117.00
10/13/2016,15:00,212.16,213.59,211.21,213.01,101356960,0,101356960.00
10/14/2016,15:00,214.15,214.69,213.03,213.12,93346237,0,93346237.00
10/17/2016,15:00,213.09,213.39,212.17,212.38,58275674,0,58275674.00
10/18/2016,15:00,214.24,214.31,213.27,213.71,76869656,0,76869656.00
10/19/2016,15:00,214.02,214.64,213.60,214.28,66519224,0,66519224.00
10/20/2016,15:00,213.87,214.53,213.11,213.88,73639830,0,73639830.00
10/21/2016,15:00,212.96,214.08,212.76,213.98,89089092,0,89089092.00
10/24/2016,15:00,215.00,215.32,214.48,214.89,60146592,0,60146592.00
10/25/2016,15:00,214.68,214.98,213.98,214.17,66542329,0,66542329.00
10/26/2016,15:00,213.21,214.42,212.93,213.74,75705478,0,75705478.00
10/27/2016,15:00,214.58,214.62,213.08,213.17,77220213,0,77220213.00
10/28/2016,15:00,213.14,213.93,211.71,212.54,140623183,0,140623183.00
10/31/2016,15:00,212.93,213.19,212.36,212.55,63651577,0,63651577.00
11/01/2016,15:00,212.93,212.99,209.60,211.01,122781818,0,122781818.00
11/02/2016,15:00,210.65,211.10,209.23,209.74,103330806,0,103330806.00
11/03/2016,15:00,209.99,210.24,208.46,208.78,88939346,0,88939346.00
11/04/2016,15:00,208.91,209.89,208.38,208.55,109122059,0,109122059.00
11/07/2016,15:00,211.45,213.19,211.30,213.15,113108555,0,113108555.00
11/08/2016,15:00,212.69,214.77,212.38,214.11,106772138,0,106772138.00
11/09/2016,15:00,212.37,217.10,212.34,216.38,258428972,0,258428972.00
11/10/2016,15:00,217.30,218.31,215.22,216.92,172113313,0,172113313.00
11/11/2016,15:00,216.08,216.70,215.32,216.42,100552732,0,100552732.00
11/14/2016,15:00,217.03,217.27,215.72,216.59,94579982,0,94579982.00
11/15/2016,15:00,217.04,218.28,216.80,218.28,91652580,0,91652580.00
11/16/2016,15:00,217.56,218.14,217.42,217.87,65617697,0,65617697.00
11/17/2016,15:00,218.05,219.06,217.92,218.99,69797191,0,69797191.00
11/18/2016,15:00,219.07,219.27,218.29,218.50,86265751,0,86265751.00
11/21/2016,15:00,219.17,220.18,219.00,220.15,72402638,0,72402638.00
11/22/2016,15:00,220.51,220.79,219.73,220.58,67428957,0,67428957.00
11/23/2016,15:00,219.98,220.76,219.75,220.70,56620237,0,56620237.00
11/25/2016,15:00,221.10,221.83,221.01,221.52,37872255,0,37872255.00
11/28/2016,15:00,221.16,221.48,220.36,220.48,76572511,0,76572511.00
11/29/2016,15:00,220.52,221.44,220.17,220.91,71490791,0,71490791.00
11/30/2016,15:00,221.63,221.82,220.31,220.38,115816149,0,115816149.00
12/01/2016,15:00,220.73,220.73,219.15,219.57,79040487,0,79040487.00
12/02/2016,15:00,219.67,220.25,219.26,219.68,74840347,0,74840347.00
12/05/2016,15:00,220.65,221.40,220.42,221.00,67837821,0,67837821.00
12/06/2016,15:00,221.22,221.74,220.66,221.70,59877377,0,59877377.00
12/07/2016,15:00,221.52,224.67,221.38,224.60,110738050,0,110738050.00
12/08/2016,15:00,224.57,225.70,224.26,225.15,99714387,0,99714387.00
12/09/2016,15:00,225.41,226.53,225.37,226.51,89660773,0,89660773.00
12/12/2016,15:00,226.40,226.96,225.76,226.25,102016125,0,102016125.00
12/13/2016,15:00,227.02,228.34,227.00,227.76,110477485,0,110477485.00
12/14/2016,15:00,227.41,228.23,225.37,225.88,145504921,0,145504921.00
12/15/2016,15:00,226.16,227.81,225.89,226.81,124972554,0,124972554.00
12/16/2016,15:00,226.01,226.08,224.67,225.04,156420152,0,156420152.00
12/19/2016,15:00,225.25,226.02,225.08,225.53,90341147,0,90341147.00
12/20/2016,15:00,226.15,226.57,225.88,226.40,89838810,0,89838810.00
12/21/2016,15:00,226.25,226.45,225.77,225.77,67909039,0,67909039.00
12/22/2016,15:00,225.60,225.74,224.92,225.38,56219071,0,56219071.00
12/23/2016,15:00,225.43,225.72,225.21,225.71,36697822,0,36697822.00
12/27/2016,15:00,226.02,226.73,226.00,226.27,42672487,0,42672487.00
12/28/2016,15:00,226.57,226.59,224.27,224.40,64095014,0,64095014.00
12/29/2016,15:00,224.48,224.89,223.84,224.35,48696080,0,48696080.00
12/30/2016,15:00,224.73,224.83,222.73,223.53,108998328,0,108998328.00
01/03/2017,15:00,225.04,225.83,223.88,225.24,91366522,0,91366522.00
01/04/2017,15:00,225.62,226.75,225.61,226.58,78744433,0,78744433.00
01/05/2017,15:00,226.27,226.58,225.48,226.40,78379012,0,78379012.00
01/06/2017,15:00,226.53,227.75,225.90,227.21,71559922,0,71559922.00
01/09/2017,15:00,226.91,227.07,226.42,226.46,46939676,0,46939676.00
01/10/2017,15:00,226.48,227.45,226.01,226.46,63771939,0,63771939.00
01/11/2017,15:00,226.36,227.10,225.59,227.10,74650016,0,74650016.00
01/12/2017,15:00,226.50,226.75,224.96,226.53,72113181,0,72113181.00
01/13/2017,15:00,226.73,227.40,226.69,227.05,62717865,0,62717865.00
01/17/2017,15:00,226.31,226.78,225.80,226.25,61240814,0,61240814.00
01/18/2017,15:00,226.54,226.80,225.90,226.75,54793302,0,54793302.00
01/19/2017,15:00,226.84,227.00,225.41,225.91,66608787,0,66608787.00
01/20/2017,15:00,226.70,227.31,225.97,226.74,129168623,0,129168623.00
01/23/2017,15:00,226.35,226.81,225.27,226.15,75061645,0,75061645.00
01/24/2017,15:00,226.40,228.08,226.27,227.60,95555295,0,95555295.00
01/25/2017,15:00,228.70,229.57,228.51,229.57,84437712,0,84437712.00
01/26/2017,15:00,229.40,229.71,229.01,229.33,59970719,0,59970719.00
01/27/2017,15:00,229.42,229.59,228.76,228.97,59711118,0,59711118.00
01/30/2017,15:00,228.17,228.20,226.41,227.55,79737252,0,79737252.00
01/31/2017,15:00,226.98,227.60,226.32,227.53,75880805,0,75880805.00
02/01/2017,15:00,228.26,228.59,226.94,227.62,79117651,0,79117651.00
02/02/2017,15:00,227.20,228.10,226.82,227.77,69657560,0,69657560.00
02/03/2017,15:00,228.82,229.55,228.46,229.34,80563168,0,80563168.00
02/06/2017,15:00,228.87,229.33,228.54,228.93,57790108,0,57790108.00
02/07/2017,15:00,229.38,229.66,228.72,228.94,57931151,0,57931151.00
02/08/2017,15:00,228.61,229.39,228.31,229.24,51566218,0,51566218.00
02/09/2017,15:00,229.56,230.95,229.52,230.60,65955245,0,65955245.00
02/10/2017,15:00,231.00,231.77,230.62,231.51,66015892,0,66015892.00
02/13/2017,15:00,232.08,233.07,232.05,232.77,55182050,0,55182050.00
02/14/2017,15:00,232.56,233.71,232.16,233.70,71108983,0,71108983.00
02/15/2017,15:00,233.45,235.14,233.39,234.92,86785826,0,86785826.00
02/16/2017,15:00,234.96,235.16,233.85,234.72,86311625,0,86311625.00
